expert_locality,expert_province,expert_region,expert_country,expert_lang,expert_experience,expert_title,expert_education,expert_work_from_home,project_locality,project_province,project_region,project_country,project_lang,company_name,project_experience,project_title,project_education,project_work_from_home,liked
Antwerp,Antwerp,Flanders,Belgium,English,5,PhD researcher,bachelor,yes,Leuven,Flemish Brabant,Flanders,Belgium,Dutch,UZLeuven,1,PhD researcher,master ,no,1
Antwerp,Antwerp,Flanders,Belgium,French,5,PhD researcher,bachelor,yes,Leuven,Flemish Brabant,Flanders,Belgium,Dutch,UZLeuven,1,PhD researcher,master ,no,1
Ans,Liege,Walloon Region,Belgium,French,27,Assistant,post doctoral,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,2,R&D Scientist,bachelor,no,1
Ans,Liege,Walloon Region,Belgium,English,27,Assistant,post doctoral,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,2,R&D Scientist,bachelor,no,1
Ans,Liege,Walloon Region,Belgium,Dutch,27,Assistant,post doctoral,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,2,R&D Scientist,bachelor,no,1
Ans,Liege,Walloon Region,Belgium,French,27,Assistant,post doctoral,no,Seraing,Liege,Walloon Region,Belgium,French,Eurogentec,1,Assistant,bachelor,no,1
Ans,Liege,Walloon Region,Belgium,English,27,Assistant,post doctoral,no,Seraing,Liege,Walloon Region,Belgium,French,Eurogentec,1,Assistant,bachelor,no,1
Ans,Liege,Walloon Region,Belgium,Dutch,27,Assistant,post doctoral,no,Seraing,Liege,Walloon Region,Belgium,French,Eurogentec,1,Assistant,bachelor,no,1
Temse,East Flanders,Flanders,Belgium,Dutch,2, Clinical Research Associate (CRA),Master,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,5, Clinical Research Associate (CRA),Master,no,1
Temse,East Flanders,Flanders,Belgium,French,2, Clinical Research Associate (CRA),Master,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,5, Clinical Research Associate (CRA),Master,no,1
Temse,East Flanders,Flanders,Belgium,English,2, Clinical Research Associate (CRA),Master,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,5, Clinical Research Associate (CRA),Master,no,1
Mechelen,Antwerp,Flanders,Belgium,Dutch,2, Clinical Research Associate (CRA),Master,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,5, Clinical Research Associate (CRA),Master,no,1
Mechelen,Antwerp,Flanders,Belgium,French,2, Clinical Research Associate (CRA),Master,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,5, Clinical Research Associate (CRA),Master,no,1
Mechelen,Antwerp,Flanders,Belgium,English,2, Clinical Research Associate (CRA),Master,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,5, Clinical Research Associate (CRA),Master,no,1
Temse,East Flanders,Flanders,Belgium,Dutch,2, Clinical Research Associate (CRA),Master,no,Ghent,East Flanders,Flanders,Belgium,Dutch,Pharmavize,3, Clinical Research Associate (CRA),bachelor,no,1
Temse,East Flanders,Flanders,Belgium,French,2, Clinical Research Associate (CRA),Master,no,Ghent,East Flanders,Flanders,Belgium,Dutch,Pharmavize,3, Clinical Research Associate (CRA),bachelor,no,1
Temse,East Flanders,Flanders,Belgium,English,2, Clinical Research Associate (CRA),Master,no,Ghent,East Flanders,Flanders,Belgium,Dutch,Pharmavize,3, Clinical Research Associate (CRA),bachelor,no,1
Mechelen,Antwerp,Flanders,Belgium,Dutch,2, Clinical Research Associate (CRA),Master,no,Ghent,East Flanders,Flanders,Belgium,Dutch,Pharmavize,3, Clinical Research Associate (CRA),bachelor,no,1
Mechelen,Antwerp,Flanders,Belgium,French,2, Clinical Research Associate (CRA),Master,no,Ghent,East Flanders,Flanders,Belgium,Dutch,Pharmavize,3, Clinical Research Associate (CRA),bachelor,no,1
Mechelen,Antwerp,Flanders,Belgium,English,2, Clinical Research Associate (CRA),Master,no,Ghent,East Flanders,Flanders,Belgium,Dutch,Pharmavize,3, Clinical Research Associate (CRA),bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,Dutch,36,Consultant,Master,yes,Leiden,Leiden,South Holland,Netherlands,English,Hal allergy,4,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,German,36,Consultant,Master,yes,Leiden,Leiden,South Holland,Netherlands,English,Hal allergy,4,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,English,36,Consultant,Master,yes,Leiden,Leiden,South Holland,Netherlands,English,Hal allergy,4,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,French,36,Consultant,Master,yes,Leiden,Leiden,South Holland,Netherlands,English,Hal allergy,4,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,French,36,Consultant,Master,yes,Leiden,Leiden,South Holland,Netherlands,English,Hal allergy,4,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,Dutch,36,Consultant,Master,yes,Leiden,Leiden,South Holland,Netherlands,English,Hal allergy,4,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,German,36,Consultant,Master,yes,Leiden,Leiden,South Holland,Netherlands,English,Hal allergy,4,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,English,36,Consultant,Master,yes,Leiden,Leiden,South Holland,Netherlands,English,Hal allergy,4,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,Dutch,36,Consultant,Master,yes,Wilmington,New Castle County,Delaware,United States,English,Incyte,1,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,German,36,Consultant,Master,yes,Wilmington,New Castle County,Delaware,United States,English,Incyte,1,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,English,36,Consultant,Master,yes,Wilmington,New Castle County,Delaware,United States,English,Incyte,1,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,French,36,Consultant,Master,yes,Wilmington,New Castle County,Delaware,United States,English,Incyte,1,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,French,36,Consultant,Master,yes,Wilmington,New Castle County,Delaware,United States,English,Incyte,1,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,Dutch,36,Consultant,Master,yes,Wilmington,New Castle County,Delaware,United States,English,Incyte,1,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,German,36,Consultant,Master,yes,Wilmington,New Castle County,Delaware,United States,English,Incyte,1,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,English,36,Consultant,Master,yes,Wilmington,New Castle County,Delaware,United States,English,Incyte,1,Consultant,bachelor,no,1
Achlum,Franekeradeel,Friesland,Netherlands,Dutch,36,Consultant,Master,yes,Santa Monica,Los Angeles County,California,United States,English,Kite Pharma,1,Consultant,Master,no,1
Achlum,Franekeradeel,Friesland,Netherlands,German,36,Consultant,Master,yes,Santa Monica,Los Angeles County,California,United States,English,Kite Pharma,1,Consultant,Master,no,1
Achlum,Franekeradeel,Friesland,Netherlands,English,36,Consultant,Master,yes,Santa Monica,Los Angeles County,California,United States,English,Kite Pharma,1,Consultant,Master,no,1
Achlum,Franekeradeel,Friesland,Netherlands,French,36,Consultant,Master,yes,Santa Monica,Los Angeles County,California,United States,English,Kite Pharma,1,Consultant,Master,no,1
Achlum,Franekeradeel,Friesland,Netherlands,French,36,Consultant,Master,yes,Santa Monica,Los Angeles County,California,United States,English,Kite Pharma,1,Consultant,Master,no,1
Achlum,Franekeradeel,Friesland,Netherlands,Dutch,36,Consultant,Master,yes,Santa Monica,Los Angeles County,California,United States,English,Kite Pharma,1,Consultant,Master,no,1
Achlum,Franekeradeel,Friesland,Netherlands,German,36,Consultant,Master,yes,Santa Monica,Los Angeles County,California,United States,English,Kite Pharma,1,Consultant,Master,no,1
Achlum,Franekeradeel,Friesland,Netherlands,English,36,Consultant,Master,yes,Santa Monica,Los Angeles County,California,United States,English,Kite Pharma,1,Consultant,Master,no,1
Cologne,Cologne,North Rhine-Westphalia,Germany,NULL,8,Intern,bachelor,yes,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,1,Intern,bachelor,no,1
Namur,Province of Namur,Walloon Region,Belgium,French,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Namur,Province of Namur,Walloon Region,Belgium,English,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Namur,Province of Namur,Walloon Region,Belgium,Portuguese,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Cologne,Cologne,North Rhine-Westphalia,Germany,French,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Cologne,Cologne,North Rhine-Westphalia,Germany,English,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Cologne,Cologne,North Rhine-Westphalia,Germany,Portuguese,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Amsterdam,Government of Amsterdam,North Holland,Netherlands,French,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Amsterdam,Government of Amsterdam,North Holland,Netherlands,English,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Amsterdam,Government of Amsterdam,North Holland,Netherlands,Portuguese,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Paris,Paris,Île-de-France,France,French,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Paris,Paris,Île-de-France,France,English,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Paris,Paris,Île-de-France,France,Portuguese,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
London,Greater London,England,United Kingdom,French,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
London,Greater London,England,United Kingdom,English,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
London,Greater London,England,United Kingdom,Portuguese,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Liège,Liege,Walloon Region,Belgium,French,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Liège,Liege,Walloon Region,Belgium,English,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Liège,Liege,Walloon Region,Belgium,Portuguese,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Stockholm,Stockholm,Stockholm County,Sweden,French,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Stockholm,Stockholm,Stockholm County,Sweden,English,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Stockholm,Stockholm,Stockholm County,Sweden,Portuguese,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Lille,Nord,Hauts-de-France,France,French,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Lille,Nord,Hauts-de-France,France,English,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Lille,Nord,Hauts-de-France,France,Portuguese,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Namur,Province of Namur,Walloon Region,Belgium,French,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Namur,Province of Namur,Walloon Region,Belgium,English,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Namur,Province of Namur,Walloon Region,Belgium,Portuguese,8,Student Internship,Master,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,8,Student Internship,school,no,1
Hasselt,Limburg,Flanders,Belgium,Dutch,3,Data Coordinator,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,SGS,3,PhD researcher,master ,no,1
Hasselt,Limburg,Flanders,Belgium,English,3,Data Coordinator,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,SGS,3,PhD researcher,master ,no,1
Hasselt,Limburg,Flanders,Belgium,French,3,Data Coordinator,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,SGS,3,PhD researcher,master ,no,1
Schilde,Antwerp,Flanders,Belgium,Dutch,20,Clinical Project Manager (CPM),doctoral,yes,Turnhout,Antwerp,Flanders,Belgium,English,2Bridge,2,Manager,bachelor,yes,1
Schilde,Antwerp,Flanders,Belgium,English,20,Clinical Project Manager (CPM),doctoral,yes,Turnhout,Antwerp,Flanders,Belgium,English,2Bridge,2,Manager,bachelor,yes,1
Schilde,Antwerp,Flanders,Belgium,French,20,Clinical Project Manager (CPM),doctoral,yes,Turnhout,Antwerp,Flanders,Belgium,English,2Bridge,2,Manager,bachelor,yes,1
Antwerp,Antwerp,Flanders,Belgium,Dutch,20,Clinical Project Manager (CPM),doctoral,yes,Turnhout,Antwerp,Flanders,Belgium,English,2Bridge,2,Manager,bachelor,yes,1
Antwerp,Antwerp,Flanders,Belgium,English,20,Clinical Project Manager (CPM),doctoral,yes,Turnhout,Antwerp,Flanders,Belgium,English,2Bridge,2,Manager,bachelor,yes,1
Antwerp,Antwerp,Flanders,Belgium,French,20,Clinical Project Manager (CPM),doctoral,yes,Turnhout,Antwerp,Flanders,Belgium,English,2Bridge,2,Manager,bachelor,yes,1
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Parliamentary Council Member,doctoral,yes,Hoegaarden,Flemish Brabant,Flanders,Belgium,English,Kasa Consultant,8,Parliamentary Council Member,Master,yes,1
Antwerp,Antwerp,Flanders,Belgium,English,4,Parliamentary Council Member,doctoral,yes,Hoegaarden,Flemish Brabant,Flanders,Belgium,English,Kasa Consultant,8,Parliamentary Council Member,Master,yes,1
Antwerp,Antwerp,Flanders,Belgium,French,4,Parliamentary Council Member,doctoral,yes,Hoegaarden,Flemish Brabant,Flanders,Belgium,English,Kasa Consultant,8,Parliamentary Council Member,Master,yes,1
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Parliamentary Council Member,doctoral,yes,Ghent,East Flanders,Flanders,Belgium,English,MPCA,6,Parliamentary Council Member,Master,yes,1
Antwerp,Antwerp,Flanders,Belgium,English,4,Parliamentary Council Member,doctoral,yes,Ghent,East Flanders,Flanders,Belgium,English,MPCA,6,Parliamentary Council Member,Master,yes,1
Antwerp,Antwerp,Flanders,Belgium,French,4,Parliamentary Council Member,doctoral,yes,Ghent,East Flanders,Flanders,Belgium,English,MPCA,6,Parliamentary Council Member,Master,yes,1
Cologne,Cologne,North Rhine-Westphalia,Germany,NULL,8,Intern,bachelor,yes,Leuven,Flemish Brabant,Flanders,Belgium,English,Materialise,3,Field Service Engineer,bachelor,yes,1
Cologne,Cologne,North Rhine-Westphalia,Germany,NULL,8,Intern,bachelor,yes,Mechelen,Antwerp,Flanders,Belgium,English,SGS,3,PhD researcher,master ,no,1
Leuven,Flemish Brabant,Flanders,Belgium,Spanish,7,Laboratory Technician,Master,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,1,Junior Scientist,bachelor,no,1
Leuven,Flemish Brabant,Flanders,Belgium,English,7,Laboratory Technician,Master,no,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,1,Junior Scientist,bachelor,no,1
Cologne,Cologne,North Rhine-Westphalia,Germany,NULL,8,Intern,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,1,Intern,bachelor,no,1
Antwerp,Antwerp,Flanders,Belgium,Dutch,15,Senior Research Scientist,doctoral,yes,Antwerp,Antwerp,Flanders,Belgium,English,SGS,4,Senior Research Scientist,Master,yes,1
Antwerp,Antwerp,Flanders,Belgium,English,15,Senior Research Scientist,doctoral,yes,Antwerp,Antwerp,Flanders,Belgium,English,SGS,4,Senior Research Scientist,Master,yes,1
Antwerp,Antwerp,Flanders,Belgium,French,15,Senior Research Scientist,doctoral,yes,Antwerp,Antwerp,Flanders,Belgium,English,SGS,4,Senior Research Scientist,Master,yes,1
Antwerp,Antwerp,Flanders,Belgium,German,15,Senior Research Scientist,doctoral,yes,Antwerp,Antwerp,Flanders,Belgium,English,SGS,4,Senior Research Scientist,Master,yes,1
Antwerp,Antwerp,Flanders,Belgium,Spanish,15,Senior Research Scientist,doctoral,yes,Antwerp,Antwerp,Flanders,Belgium,English,SGS,4,Senior Research Scientist,Master,yes,1
Islamabad,Islamabad District,Islamabad Capital Territory,Pakistan,NULL,3,Software Test Engineer,Master,yes,London,Greater London,England,United Kingdom,English,Kite Pharma,4,Software Test Engineer,Master,yes,1
Abidjan,Abidjan,Lagunes Region,Côte d'Ivoire,English,4,Intern,Master,no,Liège,Liege,Walloon Region,Belgium,French,TARGETOME SA,6, Clinical Research Associate (CRA),bachelor,no,1
Abidjan,Abidjan,Lagunes Region,Côte d'Ivoire,French,4,Intern,Master,no,Liège,Liege,Walloon Region,Belgium,French,TARGETOME SA,6, Clinical Research Associate (CRA),bachelor,no,1
Cologne,Cologne,North Rhine-Westphalia,Germany,NULL,8,Intern,bachelor,yes,Niel,Antwerp,Flanders,Belgium,English,Multiplicom,1,Intern,bachelor,no,1
Ghent,East Flanders,Flanders,Belgium,Dutch,26,CEO,bachelor,yes,Ghent,East Flanders,Flanders,Belgium,English,Pharmavize,5,Regulatory Affairs Manager,Master,yes,1
Ghent,East Flanders,Flanders,Belgium,French,26,CEO,bachelor,yes,Ghent,East Flanders,Flanders,Belgium,English,Pharmavize,5,Regulatory Affairs Manager,Master,yes,1
Ghent,East Flanders,Flanders,Belgium,English,26,CEO,bachelor,yes,Ghent,East Flanders,Flanders,Belgium,English,Pharmavize,5,Regulatory Affairs Manager,Master,yes,1
Wuustwezel,Antwerp,Flanders,Belgium,Dutch,33,Managing Director,bachelor,yes,Ghent,East Flanders,Flanders,Belgium,English,Pharmavize,6,Managing Director,bachelor,no,1
Wuustwezel,Antwerp,Flanders,Belgium,English,33,Managing Director,bachelor,yes,Ghent,East Flanders,Flanders,Belgium,English,Pharmavize,6,Managing Director,bachelor,no,1
